lastUpdated,title,url
" This page was last edited on 19 September 2020, at 00:35",Kevin Bacon,https://en.wikipedia.org/wiki/Kevin_Bacon
" This page was last edited on 21 July 2020, at 00:07",Screen Actors Guild Awards,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award
" This page was last edited on 8 September 2020, at 12:45",Golden Globe Awards,https://en.wikipedia.org/wiki/Golden_Globe_Award
" This page was last edited on 18 August 2020, at 20:30", (TV series),https://en.wikipedia.org/wiki/I_Love_Dick_(TV_series)
" This page was last edited on 6 September 2020, at 23:58",List of social networking websites,https://en.wikipedia.org/wiki/Social_networks
" This page was last edited on 3 October 2020, at 12:56",Hollywood Walk of Fame,https://en.wikipedia.org/wiki/Hollywood_Walk_of_Fame
" This page was last edited on 14 August 2020, at 04:30",Golden Globe Award for Best Actor â€“ Television Series Musical or Comedy,https://en.wikipedia.org/wiki/Golden_Globe_Award_for_Best_Actor_%E2%80%93_Television_Series_Musical_or_Comedy
" This page was last edited on 22 September 2020, at 10:27",Primetime Emmy Award,https://en.wikipedia.org/wiki/Primetime_Emmy_Award
" This page was last edited on 3 September 2020, at 14:05",[<Selector xpath='//h1/i/text()' data='Taking Chance'>],https://en.wikipedia.org/wiki/Taking_Chance
" This page was last edited on 1 October 2020, at 12:55",Academy Awards,https://en.wikipedia.org/wiki/Academy_Award
" This page was last edited on 18 September 2020, at 16:08",[<Selector xpath='//h1/i/text()' data='The Guardian'>],https://en.wikipedia.org/wiki/The_Guardian
" This page was last edited on 26 May 2020, at 18:28",Obie Award,https://en.wikipedia.org/wiki/Obie_Award
" This page was last edited on 5 October 2020, at 13:16",Richard Dean Anderson,https://en.wikipedia.org/wiki/Richard_Dean_Anderson
" This page was last edited on 23 July 2020, at 12:44",Main Page,https://en.wikipedia.org/wiki/Main_Page
" This page was last edited on 11 September 2020, at 16:17",[<Selector xpath='//h1/i/text()' data='The Following'>],https://en.wikipedia.org/wiki/The_Following
" This page was last edited on 23 September 2020, at 20:01", (film),https://en.wikipedia.org/wiki/Patriots_Day_(film)
" This page was last edited on 1 October 2020, at 17:17", (film),https://en.wikipedia.org/wiki/Black_Mass_(film)
" This page was last edited on 6 October 2020, at 15:27",Fox Broadcasting Company,https://en.wikipedia.org/wiki/Fox_Broadcasting_Company
" This page was last edited on 7 October 2020, at 00:10",HBO,https://en.wikipedia.org/wiki/HBO
lastUpdated,title,url
" This page was last edited on 22 September 2022, at 07:42",,https://en.wikipedia.org/wiki/Kevin_Bacon
" This page was last edited on 19 October 2022, at 17:50",,https://en.wikipedia.org/wiki/Bucknell_University
" This page was last edited on 14 July 2022, at 08:53",,https://en.wikipedia.org/wiki/Glory_Van_Scott
" This page was last edited on 17 September 2022, at 03:01",,https://en.wikipedia.org/wiki/Pennsylvania_Governor%27s_School_for_the_Arts
" This page was last edited on 10 July 2022, at 10:03",,https://en.wikipedia.org/wiki/Nancy_Mills
" This page was last edited on 27 September 2022, at 15:47",,https://en.wikipedia.org/wiki/Circle_in_the_Square
" This page was last edited on 13 October 2022, at 05:23",[<Selector xpath='//h1/i/text()' data='Search for Tomorrow'>],https://en.wikipedia.org/wiki/Search_for_Tomorrow
" This page was last edited on 18 October 2022, at 10:44", (magazine),https://en.wikipedia.org/wiki/Cosmopolitan_(magazine)
" This page was last edited on 3 October 2022, at 19:41",[<Selector xpath='//h1/i/text()' data='Guiding Light'>],https://en.wikipedia.org/wiki/Guiding_Light
" This page was last edited on 4 October 2022, at 07:19",,https://en.wikipedia.org/wiki/Julia_R._Masterman_High_School
" This page was last edited on 2 March 2021, at 15:35",,https://en.wikipedia.org/wiki/SixDegrees.org
" This page was last edited on 7 October 2022, at 21:27",,https://en.wikipedia.org/wiki/Fraternities_and_sororities
" This page was last edited on 19 October 2022, at 08:02",,https://en.wikipedia.org/wiki/Six_Degrees_of_Kevin_Bacon
" This page was last edited on 20 October 2022, at 21:15",,https://en.wikipedia.org/wiki/Philadelphia
" This page was last edited on 24 September 2022, at 08:41",,https://en.wikipedia.org/wiki/EE_Limited
" This page was last edited on 5 October 2022, at 19:27",,https://en.wikipedia.org/wiki/Main_Page
" This page was last edited on 27 June 2022, at 04:28",,https://en.wikipedia.org/wiki/Trove_(identifier)
" This page was last edited on 6 October 2022, at 17:02",,https://en.wikipedia.org/wiki/Hollywood_Walk_of_Fame
" This page was last edited on 19 October 2022, at 08:55",CiteSeer,https://en.wikipedia.org/wiki/CiteSeerX_(identifier)
" This page was last edited on 15 October 2022, at 01:16",,https://en.wikipedia.org/wiki/Elizabeth_Catlett
" This page was last edited on 2 October 2022, at 15:14",[<Selector xpath='//h1/i/text()' data='Pittsburgh Post-Gazette'>],https://en.wikipedia.org/wiki/Pittsburgh_Post-Gazette
" This page was last edited on 13 October 2022, at 20:30",,https://en.wikipedia.org/wiki/Nottingham
" This page was last edited on 20 October 2022, at 21:25",,https://en.wikipedia.org/wiki/Skidmore_College
" This page was last edited on 10 July 2022, at 10:03",,https://en.wikipedia.org/wiki/Nancy_Millis
" This page was last edited on 7 October 2022, at 23:04",,https://en.wikipedia.org/wiki/Emmett_Till
" This page was last edited on 20 October 2022, at 14:01",,https://en.wikipedia.org/wiki/Hong_Kong
" This page was last edited on 2 June 2022, at 21:40",[<Selector xpath='//h1/i/text()' data='The Waltz of the Toreadors'>],https://en.wikipedia.org/wiki/The_Waltz_of_the_Toreadors
" This page was last edited on 21 March 2022, at 12:17",[<Selector xpath='//h1/i/text()' data='Uncle Vanya'>],https://en.wikipedia.org/wiki/Uncle_Vanya
" This page was last edited on 11 October 2022, at 11:34",[<Selector xpath='//h1/i/text()' data='John Gabriel Borkman'>],https://en.wikipedia.org/wiki/John_Gabriel_Borkman
" This page was last edited on 17 July 2022, at 05:56", (Strindberg play),https://en.wikipedia.org/wiki/The_Father_(Strindberg_play)
" This page was last edited on 30 July 2022, at 00:42",[<Selector xpath='//h1/i/text()' data='The Man Who Came to Dinner'>],https://en.wikipedia.org/wiki/The_Man_Who_Came_to_Dinner
" This page was last edited on 18 September 2022, at 15:56",[<Selector xpath='//h1/i/text()' data='The Bacchae'>],https://en.wikipedia.org/wiki/The_Bacchae
" This page was last edited on 12 October 2022, at 16:19",,"https://en.wikipedia.org/wiki/Spring_Garden,_Philadelphia,_Pennsylvania"
" This page was last edited on 9 July 2022, at 19:02",,https://en.wikipedia.org/wiki/Philadelphia_High_School_for_Girls
" This page was last edited on 3 October 2022, at 19:41",[<Selector xpath='//h1/i/text()' data='Guiding Light'>],https://en.wikipedia.org/wiki/Roger_Thorpe
" This page was last edited on 16 August 2021, at 16:35",,https://en.wikipedia.org/wiki/Alliance_for_Audited_Media
" This page was last edited on 2 October 2022, at 05:31",,https://en.wikipedia.org/wiki/Bonnie_Fuller
" This page was last edited on 14 July 2022, at 18:41",,https://en.wikipedia.org/wiki/Joanna_Coles
" This page was last edited on 21 February 2022, at 03:12",,https://en.wikipedia.org/wiki/Kate_White
" This page was last edited on 20 March 2022, at 17:38",,https://en.wikipedia.org/wiki/Robert_C._Atherton
" This page was last edited on 16 July 2022, at 16:29",[<Selector xpath='//h1/i/text()' data='Ottawa Citizen'>],https://en.wikipedia.org/wiki/Ottawa_Citizen
" This page was last edited on 17 August 2022, at 13:45",[<Selector xpath='//h1/i/text()' data='Los Angeles Daily News'>],https://en.wikipedia.org/wiki/Los_Angeles_Daily_News
" This page was last edited on 19 August 2022, at 20:40",[<Selector xpath='//h1/i/text()' data='East Bay Times'>],https://en.wikipedia.org/wiki/East_Bay_Times
" This page was last edited on 18 October 2022, at 03:42",[<Selector xpath='//h1/i/text()' data='The Post and Courier'>],https://en.wikipedia.org/wiki/The_Post_and_Courier
" This page was last edited on 21 August 2022, at 20:28",[<Selector xpath='//h1/i/text()' data='Lincoln Journal Star'>],https://en.wikipedia.org/wiki/Lincoln_Journal_Star
" This page was last edited on 17 August 2022, at 13:45",[<Selector xpath='//h1/i/text()' data='Los Angeles Daily News'>],https://en.wikipedia.org/wiki/Daily_News_of_Los_Angeles
" This page was last edited on 15 October 2022, at 13:19",,"https://en.wikipedia.org/wiki/Charleston,_South_Carolina"
" This page was last edited on 8 July 2022, at 17:07", (Bend),https://en.wikipedia.org/wiki/The_Bulletin_(Bend)
" This page was last edited on 16 October 2022, at 14:54",,https://en.wikipedia.org/wiki/United_Church_of_Christ
" This page was last edited on 9 August 2022, at 06:29",[<Selector xpath='//h1/i/text()' data='The Albany Herald'>],https://en.wikipedia.org/wiki/The_Albany_Herald
" This page was last edited on 5 October 2022, at 11:36", (magazine),https://en.wikipedia.org/wiki/Life_(magazine)
" This page was last edited on 14 October 2022, at 17:25",,https://en.wikipedia.org/wiki/Evangelical_Lutheran_Church_in_America
" This page was last edited on 23 August 2022, at 19:07",,https://en.wikipedia.org/wiki/Episcopal_Diocese_of_Pennsylvania
" This page was last edited on 26 September 2022, at 23:35",,https://en.wikipedia.org/wiki/American_Baptist_Churches_USA
" This page was last edited on 15 October 2022, at 08:08",,https://en.wikipedia.org/wiki/Mainline_Protestant
" This page was last edited on 16 October 2022, at 21:56",,https://en.wikipedia.org/wiki/Presbyterian_Church_(USA)
" This page was last edited on 18 October 2022, at 04:00",,https://en.wikipedia.org/wiki/MBS_(identifier)
" This page was last edited on 12 August 2022, at 10:34",,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Historic-Cultural_Monuments_in_South_Los_Angeles
" This page was last edited on 9 March 2022, at 07:30",,"https://en.wikipedia.org/wiki/List_of_Los_Angeles_Historic-Cultural_Monuments_in_Silver_Lake,_Angelino_Heights,_and_Echo_Park"
" This page was last edited on 18 October 2022, at 06:10",,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Third_Circuit
" This page was last edited on 20 September 2022, at 01:56",,https://en.wikipedia.org/wiki/James_A._Byrne_United_States_Courthouse
" This page was last edited on 22 August 2022, at 05:13",,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Historic-Cultural_Monuments_on_the_Westside
" This page was last edited on 22 August 2022, at 05:13",,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Historic-Cultural_Monuments_in_the_Wilshire_and_Westlake_areas
" This page was last edited on 18 September 2021, at 21:09",,https://en.wikipedia.org/wiki/Old_City_Hall_(Philadelphia)
" This page was last edited on 10 October 2022, at 19:51",,https://en.wikipedia.org/wiki/Elizabeth_L._Branch
" This page was last edited on 10 October 2022, at 05:46",,https://en.wikipedia.org/wiki/Kevin_Newsom
" This page was last edited on 8 October 2022, at 18:14",,https://en.wikipedia.org/wiki/Jill_A._Pryor
" This page was last edited on 8 October 2022, at 18:14",,https://en.wikipedia.org/wiki/Robin_S._Rosenbaum
" This page was last edited on 24 August 2022, at 01:53",,https://en.wikipedia.org/wiki/Adalberto_Jordan
" This page was last edited on 26 September 2022, at 15:45",,https://en.wikipedia.org/wiki/Charles_R._Wilson_(judge)
" This page was last edited on 12 August 2022, at 19:48",,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eleventh_Circuit
" This page was last edited on 17 October 2022, at 03:32",,https://en.wikipedia.org/wiki/William_H._Pryor_Jr.
" This page was last edited on 8 October 2022, at 18:15",,https://en.wikipedia.org/wiki/Mary_Beck_Briscoe
" This page was last edited on 15 June 2022, at 05:41",,https://en.wikipedia.org/wiki/Paul_Joseph_Kelly_Jr.
" This page was last edited on 4 December 2021, at 02:56",,https://en.wikipedia.org/wiki/Terrence_L._O%27Brien
" This page was last edited on 23 August 2022, at 20:40",,https://en.wikipedia.org/wiki/Carlos_F._Lucero
" This page was last edited on 1 September 2022, at 18:18",,https://en.wikipedia.org/wiki/Michael_R._Murphy
" This page was last edited on 2 March 2022, at 18:33",,https://en.wikipedia.org/wiki/David_M._Ebel
" This page was last edited on 7 June 2022, at 19:54",,https://en.wikipedia.org/wiki/Wade_Brorby
" This page was last edited on 7 July 2021, at 03:14",,https://en.wikipedia.org/wiki/Bobby_Baldock
" This page was last edited on 18 May 2022, at 07:05",,https://en.wikipedia.org/wiki/Joey_Vento
" This page was last edited on 31 May 2022, at 00:02",,https://en.wikipedia.org/wiki/Tony_Luke_Jr.
" This page was last edited on 29 March 2022, at 08:18",,https://en.wikipedia.org/wiki/Fried_onion
" This page was last edited on 9 October 2022, at 20:06",,https://en.wikipedia.org/wiki/Cheez_Whiz
" This page was last edited on 30 September 2022, at 04:40",,https://en.wikipedia.org/wiki/Harry_Olivieri
" This page was last edited on 4 September 2022, at 12:41",,https://en.wikipedia.org/wiki/Provolone
" This page was last edited on 13 September 2022, at 19:31",,https://en.wikipedia.org/wiki/Donald_Trump_Supreme_Court_candidates
" This page was last edited on 11 August 2022, at 02:30",,https://en.wikipedia.org/wiki/Pat_Olivieri
" This page was last edited on 14 October 2022, at 12:33",,https://en.wikipedia.org/wiki/Onion
" This page was last edited on 9 October 2022, at 06:42",,https://en.wikipedia.org/wiki/Cloture
" This page was last edited on 1 September 2022, at 19:53",,https://en.wikipedia.org/wiki/United_States_magistrate_judge
" This page was last edited on 18 September 2022, at 13:55",,https://en.wikipedia.org/wiki/Assistant_United_States_Attorney
" This page was last edited on 6 October 2022, at 19:50",,https://en.wikipedia.org/wiki/List_of_Jewish_American_jurists
" This page was last edited on 1 October 2022, at 06:19",,"https://en.wikipedia.org/wiki/Fort_Lauderdale,_Florida"
" This page was last edited on 5 May 2022, at 18:56",,https://en.wikipedia.org/wiki/United_States_Office_of_the_Independent_Counsel
" This page was last edited on 4 July 2022, at 06:08",[<Selector xpath='//h1/i/text()' data='Alabama Legislative Black Caucus v. A...'>],https://en.wikipedia.org/wiki/Alabama_Legislative_Black_Caucus_v._Alabama
" This page was last edited on 10 October 2022, at 11:10",,https://en.wikipedia.org/wiki/United_States_Department_of_Justice
" This page was last edited on 17 October 2022, at 23:39",,https://en.wikipedia.org/wiki/Gerrymandering
" This page was last edited on 8 September 2022, at 18:12",,https://en.wikipedia.org/wiki/John_W._Carlin
" This page was last edited on 21 February 2022, at 23:59",,https://en.wikipedia.org/wiki/Chief_Judge
" This page was last edited on 16 May 2022, at 07:55",,https://en.wikipedia.org/wiki/Kansas_Court_of_Appeals
" This page was last edited on 17 August 2022, at 20:36",,https://en.wikipedia.org/wiki/Eastern_New_Mexico_University
" This page was last edited on 27 June 2022, at 08:57",,https://en.wikipedia.org/wiki/Captain_(United_States)
" This page was last edited on 14 October 2022, at 02:08",,"https://en.wikipedia.org/wiki/Roswell,_New_Mexico"
" This page was last edited on 29 May 2022, at 06:49",,https://en.wikipedia.org/wiki/New_Mexico_National_Guard
" This page was last edited on 10 September 2022, at 18:08",[<Selector xpath='//h1/i/text()' data='Man v. Food'>],https://en.wikipedia.org/wiki/Man_vs._Food
" This page was last edited on 20 September 2022, at 11:35",,https://en.wikipedia.org/wiki/Topeka
" This page was last edited on 8 October 2022, at 18:14",,https://en.wikipedia.org/wiki/M._Casey_Rodgers
" This page was last edited on 22 August 2022, at 08:52",,https://en.wikipedia.org/wiki/Mark_E._Walker
" This page was last edited on 24 September 2022, at 08:06",,https://en.wikipedia.org/wiki/Food_Network
" This page was last edited on 9 October 2022, at 20:41",,https://en.wikipedia.org/wiki/John_Badalamenti
" This page was last edited on 9 October 2022, at 19:15",,https://en.wikipedia.org/wiki/Kathryn_Kimball_Mizelle
" This page was last edited on 9 October 2022, at 22:48",,https://en.wikipedia.org/wiki/Wendy_Berger
" This page was last edited on 10 October 2022, at 00:25",,https://en.wikipedia.org/wiki/T._Kent_Wetherell_II
" This page was last edited on 9 October 2022, at 22:57",,https://en.wikipedia.org/wiki/Allen_Winsor
" This page was last edited on 26 August 2022, at 18:06",,https://en.wikipedia.org/wiki/Cultivar
" This page was last edited on 16 October 2022, at 18:46",,https://en.wikipedia.org/wiki/Women_in_the_United_States_Senate
" This page was last edited on 14 October 2022, at 03:39",,https://en.wikipedia.org/wiki/Democratic_Senatorial_Campaign_Committee
" This page was last edited on 28 June 2021, at 14:12",,https://en.wikipedia.org/wiki/National_Republican_Senatorial_Committee
" This page was last edited on 9 October 2022, at 15:23",,https://en.wikipedia.org/wiki/Parliament_of_Canada
" This page was last edited on 7 October 2022, at 03:03",,https://en.wikipedia.org/wiki/OxfordDictionaries.com
" This page was last edited on 16 October 2022, at 00:19",,https://en.wikipedia.org/wiki/Vice_President_of_the_United_States
" This page was last edited on 10 June 2021, at 04:23",,https://en.wikipedia.org/wiki/Kangaroo_closure
" This page was last edited on 27 August 2022, at 00:44",,https://en.wikipedia.org/wiki/Missouri_Botanical_Garden
" This page was last edited on 14 December 2021, at 02:56",,https://en.wikipedia.org/wiki/Harvard_University_Herbaria
" This page was last edited on 3 October 2022, at 16:36",,https://en.wikipedia.org/wiki/Integrated_Taxonomic_Information_System
" This page was last edited on 11 October 2022, at 15:03",,https://en.wikipedia.org/wiki/Natural_Resources_Conservation_Service
" This page was last edited on 2 August 2022, at 13:29",,https://en.wikipedia.org/wiki/Agricultural_Research_Service
" This page was last edited on 18 June 2022, at 18:46",,https://en.wikipedia.org/wiki/Pan_Britannica_Industries
" This page was last edited on 17 May 2022, at 17:14",,https://en.wikipedia.org/wiki/D._G._Hessayon
" This page was last edited on 14 July 2022, at 12:48",,https://en.wikipedia.org/wiki/Plants_for_a_Future
" This page was last edited on 22 September 2022, at 03:05",,https://en.wikipedia.org/wiki/Miami_Beach_Convention_Center
" This page was last edited on 18 September 2022, at 22:32",,https://en.wikipedia.org/wiki/Lincoln_Road
" This page was last edited on 23 September 2022, at 07:57",,https://en.wikipedia.org/wiki/Lowe_Art_Museum
" This page was last edited on 8 October 2022, at 10:24",,https://en.wikipedia.org/wiki/LoanDepot_Park
" This page was last edited on 20 August 2022, at 12:37",,https://en.wikipedia.org/wiki/Lummus_Park_Historic_District
" This page was last edited on 31 August 2022, at 23:09",,https://en.wikipedia.org/wiki/Miami_Beach_Architectural_District
" This page was last edited on 26 July 2022, at 18:58",,https://en.wikipedia.org/wiki/MacFarlane_Homestead_Historic_District
" This page was last edited on 5 August 2021, at 10:52",,https://en.wikipedia.org/wiki/Jewish_Museum_of_Florida
" This page was last edited on 16 July 2022, at 00:35",,https://en.wikipedia.org/wiki/Homestead_Historic_Downtown_District
" This page was last edited on 23 September 2022, at 07:43",,https://en.wikipedia.org/wiki/Frost_School_of_Music
" This page was last edited on 19 September 2022, at 21:46",,https://en.wikipedia.org/wiki/Fontainebleau_Miami_Beach
" This page was last edited on 8 October 2022, at 10:14",,https://en.wikipedia.org/wiki/Frost_Art_Museum
" This page was last edited on 29 October 2021, at 13:23",,https://en.wikipedia.org/wiki/Holocaust_Memorial_of_the_Greater_Miami_Jewish_Federation
" This page was last edited on 28 August 2022, at 23:11",,https://en.wikipedia.org/wiki/Gulfstream_Park
" This page was last edited on 7 October 2022, at 20:59",,https://en.wikipedia.org/wiki/FTX_Arena
" This page was last edited on 20 October 2022, at 20:00",,https://en.wikipedia.org/wiki/Hard_Rock_Stadium
" This page was last edited on 3 October 2022, at 22:14",,"https://en.wikipedia.org/wiki/Wauchula,_Florida"
" This page was last edited on 16 September 2022, at 10:59",,"https://en.wikipedia.org/wiki/Vero_Beach,_Florida"
" This page was last edited on 3 October 2022, at 21:38",,"https://en.wikipedia.org/wiki/Tavares,_Florida"
" This page was last edited on 6 October 2022, at 15:48",,"https://en.wikipedia.org/wiki/Starke,_Florida"
" This page was last edited on 18 October 2022, at 15:19",,"https://en.wikipedia.org/wiki/Stuart,_Florida"
" This page was last edited on 3 October 2022, at 21:48",,"https://en.wikipedia.org/wiki/Trenton,_Florida"
" This page was last edited on 16 October 2022, at 18:09",,"https://en.wikipedia.org/wiki/Titusville,_Florida"
" This page was last edited on 5 October 2022, at 13:24",,"https://en.wikipedia.org/wiki/St._Augustine,_Florida"
" This page was last edited on 8 October 2022, at 14:33",,https://en.wikipedia.org/wiki/Jewish_Telegraph_Agency
" This page was last edited on 13 October 2022, at 09:53",[<Selector xpath='//h1/i/text()' data='Yale Daily News'>],https://en.wikipedia.org/wiki/Yale_News
" This page was last edited on 20 October 2022, at 12:56",[<Selector xpath='//h1/i/text()' data='The Jewish Chronicle'>],https://en.wikipedia.org/wiki/The_Jewish_Chronicle
" This page was last edited on 15 October 2022, at 08:56",,https://en.wikipedia.org/wiki/Hoover_Institution
" This page was last edited on 3 October 2022, at 16:22",[<Selector xpath='//h1/i/text()' data='The Times of Israel'>],https://en.wikipedia.org/wiki/The_Times_of_Israel
" This page was last edited on 10 April 2022, at 00:34",[<Selector xpath='//h1/i/text()' data='Dictionary of National Biography'>],https://en.wikipedia.org/wiki/Dictionary_of_National_Biography
" This page was last edited on 14 October 2022, at 20:03",,https://en.wikipedia.org/wiki/C-Span
" This page was last edited on 6 October 2022, at 13:44",,https://en.wikipedia.org/wiki/Jewish_United_Fund
" This page was last edited on 6 March 2022, at 08:51",,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Highlands_County,_Florida"
" This page was last edited on 23 September 2022, at 18:42",,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Hernando_County,_Florida"
" This page was last edited on 5 March 2022, at 20:35",,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Glades_County,_Florida"
" This page was last edited on 19 June 2022, at 10:08",,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Hamilton_County,_Florida"
" This page was last edited on 29 June 2022, at 14:08",,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Gulf_County,_Florida"
" This page was last edited on 6 March 2022, at 08:49",,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Hardee_County,_Florida"
" This page was last edited on 6 March 2022, at 08:51",,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Hendry_County,_Florida"
